 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;FECHA;FECHA-FIN;HORA;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;TIPO
12174822;Club de lectura en inglés;;1;1;X;2023-04-26 00:00:00.0;2024-05-22 23:59:00.0;11:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=426182e069ceb810VgnVCM2000001f4a900aRCRD;Club de lectura en otros idiomas;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=05614ef767ae6810VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2e403d0b5e71c010VgnVCM1000000b205a0aRCRD;Biblioteca Pública Municipal San Blas (San Blas-Canillejas);1,6;CALLE;SAN ROMAN DEL VALLE;8;SAN BLAS-CANILLEJAS;ARCOS;28037;447249;4474586;/contenido/actividades/ClubesLectura
12100150;Club de lectura en inglés 'Reading club';;1;1;M;2023-10-03 00:00:00.0;2024-04-23 23:59:00.0;19:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=211ac74fb289a810VgnVCM2000001f4a900aRCRD;Club de lectura en inglés 'Reading club';http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=646fb58942359810VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d7203d0b5e71c010VgnVCM1000000b205a0aRCRD;Biblioteca Pública Municipal Pozo del Tío Raimundo (Puente de Vallecas);1,6;AVENIDA;GLORIETAS;19;PUENTE DE VALLECAS;ENTREVIAS;28053;443950;4469433;/contenido/actividades/ClubesLectura
12100147;Club de lectura en inglés 'Reading club';;1;1;L,M,X,J,V,S,D;2023-10-03 00:00:00.0;2024-04-23 23:59:00.0;19:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f0d9c74fb289a810VgnVCM2000001f4a900aRCRD;Club de lectura en inglés 'Reading club';http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=646fb58942359810VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b60e92be3c5e210VgnVCM1000000b205a0aRCRD;Biblioteca Pública Municipal Iván de Vargas (Centro);1,6;CALLE;SAN JUSTO;5;CENTRO;PALACIO;28005;439775;4473962;/contenido/actividades/ClubesLectura
12102508;Club de lectura en inglés 'Reading club';;1;1;M;2023-10-03 00:00:00.0;2024-04-23 23:59:00.0;19:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=430a5172459aa810VgnVCM2000001f4a900aRCRD;Club de lectura en inglés 'Reading club';http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=646fb58942359810VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=338879262ef5d010VgnVCM1000000b205a0aRCRD;Biblioteca Pública Municipal José Hierro (San Blas-Canillejas);1,6;CALLE;MARIA SEVILLA DIAGO;15;SAN BLAS-CANILLEJAS;ROSAS;28022;448214;4476029;/contenido/actividades/ClubesLectura
12099969;Club de lectura en inglés 'Reading club';;1;1;L;2023-10-02 00:00:00.0;2024-04-22 23:59:00.0;19:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5d19c74fb289a810VgnVCM2000001f4a900aRCRD;Club de lectura en inglés 'Reading club';http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=646fb58942359810VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD;Biblioteca Pública Municipal Mario Vargas Llosa (Centro);1,6;CALLE;BARCELO;4;CENTRO;JUSTICIA;28004;440645;4475347;/contenido/actividades/ClubesLectura
12103180;Club de lectura en inglés 'Reading club';;1;1;M;2023-10-03 00:00:00.0;2024-04-23 23:59:00.0;19:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5f024bce0ecaa810VgnVCM1000001d4a900aRCRD;Club de lectura en inglés 'Reading club';http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=646fb58942359810VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0fce3d0b5e71c010VgnVCM1000000b205a0aRCRD;Biblioteca Pública Municipal Francisco Ibáñez (Chamartín);1;CALLE;MANTUANO;51;CHAMARTIN;CIUDAD JARDIN;28002;442766;4477922;/contenido/actividades/ClubesLectura
12263137;Club de lectura temática 2ª edición: 'El Viajero'.;;1;0;;2024-02-13 00:00:00.0;2024-02-13 23:59:00.0;12:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=575bbaf15a13d810VgnVCM2000001f4a900aRCRD;Actividades Centro Cultural José de Espronceda;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1ba4173467aeb810VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=23881e79ee71c010VgnVCM1000000b205a0aRCRD;Centro Sociocultural José de Espronceda (Tetuán);1;CALLE;ALMANSA;9;TETUAN;BELLAS VISTAS;28039;440258;4477792;/contenido/actividades/RecitalesPresentacionesActosLiterarios
12266867;Club de lectura temática 2ª edición: 'El Viajero'.;;1;0;;2024-02-27 00:00:00.0;2024-02-27 23:59:00.0;12:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ff85dc4cdff3d810VgnVCM1000001d4a900aRCRD;Actividades Centro Cultural José de Espronceda;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1ba4173467aeb810VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=23881e79ee71c010VgnVCM1000000b205a0aRCRD;Centro Sociocultural José de Espronceda (Tetuán);1;CALLE;ALMANSA;9;TETUAN;BELLAS VISTAS;28039;440258;4477792;/contenido/actividades/CursosTalleres
12141320;Club de lectura 'Lecturas compartidas';;1;1;X;2023-11-29 00:00:00.0;2024-06-26 23:59:00.0;18:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0d6859d887c6b810VgnVCM2000001f4a900aRCRD;Club de lectura 'Lecturas compartidas';http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e5859d887c6b810VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=338879262ef5d010VgnVCM1000000b205a0aRCRD;Biblioteca Pública Municipal José Hierro (San Blas-Canillejas);1,6;CALLE;MARIA SEVILLA DIAGO;15;SAN BLAS-CANILLEJAS;ROSAS;28022;448214;4476029;/contenido/actividades/ClubesLectura
12173064;Club de lectura (infantil). Jueves 5 de octubre de 2023 a jueves 23 de mayo de 2024;;1;1;J;2023-10-05 00:00:00.0;2024-05-23 23:59:00.0;18:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=26926c18e3ceb810VgnVCM1000001d4a900aRCRD;Club de lectura (infantil);http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e1d24ef767ae6810VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d862492de8c8c510VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal María Lejárraga (Hortaleza);1,6;CALLE;PRINCESA DE EBOLI;29;HORTALEZA;VALDEFUENTES;28050;444461;4482397;/contenido/actividades/ClubesLectura
12172832;Club de lectura (infantil). Lunes 9 de octubre de 2023 a 20 de mayo de 2024.;;1;1;L;2023-10-09 00:00:00.0;2024-05-20 23:59:00.0;18:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e0706c18e3ceb810VgnVCM1000001d4a900aRCRD;Club de lectura (infantil);http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e1d24ef767ae6810VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c53e3d0b5e71c010VgnVCM1000000b205a0aRCRD;Biblioteca Pública Municipal David Gistau (Salamanca);1;AVENIDA;TOREROS;5;SALAMANCA;GUINDALERA;28028;443092;4475923;/contenido/actividades/ClubesLectura
12173493;Club de lectura (infantil). Miércoles 11 de octubre de 2023 a miércoles 22 de mayo de 2024;;1;1;M,X;2023-10-11 00:00:00.0;2024-05-22 23:59:00.0;18:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9fd56c18e3ceb810VgnVCM1000001d4a900aRCRD;Club de lectura (infantil);http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e1d24ef767ae6810VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=83e748aaf535e710VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal San Fermín (Usera);1,5,6;AVENIDA;SAN FERMIN;10;USERA;SAN FERMIN;28041;441188;4469184;/contenido/actividades/ClubesLectura
12081215;Club de novela Negra;;1;1;L;2023-09-25 00:00:00.0;2024-06-24 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=23b7615955c3a810VgnVCM2000001f4a900aRCRD;Club de novela Negra;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8427615955c3a810VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dc8d531521b74810VgnVCM1000001d4a900aRCRD;Centro Cultural Emilia Pardo Bazán (Salamanca);1;CALLE;GOYA;1;SALAMANCA;RECOLETOS;28001;441502;4475253;/contenido/actividades/ClubesLectura
12279391;Cluedo de árboles en Fuente del Berro;;1;0;;2024-03-16 00:00:00.0;2024-03-16 23:59:00.0;11:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=74c069f2b7d7d810VgnVCM2000001f4a900aRCRD;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=38d83bba7834f210VgnVCM2000000c205a0aRCRD;Quinta de la Fuente del Berro;2;CALLE;ENRIQUE D'ALMONTE;1;SALAMANCA;FUENTE DEL BERRO;28028;443759;4474815;/contenido/actividades/ExcursionesItinerariosVisitas
12274367;Colectivo de artistas de Cuenca;;1;1;L,M,X,J,V;2024-02-01 00:00:00.0;2024-02-29 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7f0e1c0c69f5d810VgnVCM2000001f4a900aRCRD;Programa de actividades en el Centro Sociocultural Latina;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=880c06a42bf37610VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a4ed8899fc81c010VgnVCM1000000b205a0aRCRD;Centro Sociocultural Latina;1;CALLE;RODRIGO DE ARANA;50;LATINA;LAS AGUILAS;28044;434982;4470177;/contenido/actividades/Exposiciones
12280668;Coloquio de mujeres;;1;0;;2024-03-08 00:00:00.0;2024-03-08 23:59:00.0;11:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ffde7b45dd28d810VgnVCM1000001d4a900aRCRD;;;;;;;;;;;;;;
12272935;Como yo os amo;;1;0;;2024-03-09 00:00:00.0;2024-03-09 23:59:00.0;18:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f408510cc1f5d810VgnVCM2000001f4a900aRCRD;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fbd91e79ee71c010VgnVCM1000000b205a0aRCRD;Centro Cultural Meseta de Orcasitas (Usera);1;PLAZA;ASOCIACION;1;USERA;ORCASITAS;28041;439882;4469031;/contenido/actividades/Musica
12266584;Compañía Lupe y Luisa: En el bosque;;1;0;;2024-02-24 00:00:00.0;2024-02-24 23:59:00.0;12:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=31a0320e0ef3d810VgnVCM1000001d4a900aRCRD;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=476c1e79ee71c010VgnVCM1000000b205a0aRCRD;Centro Cultural - Centro Socio Cultural Villa de Barajas;1,5,6;CALLE;BOTICA;7;BARAJAS;CASCO H.BARAJAS;28042;450962;4480446;/contenido/actividades/TeatroPerformance
12272217;Cómplices;;1;0;;2024-02-29 00:00:00.0;2024-02-29 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=437a4be663b5d810VgnVCM2000001f4a900aRCRD;Cómplices;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e31c819432a5d810VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7d1aef4d7f71c010VgnVCM1000000b205a0aRCRD;Museo Lázaro Galdiano;1;CALLE;SERRANO;122;SALAMANCA;CASTELLANA;28006;441802;4476460;/contenido/actividades/Musica
12266908;Concierto de las Orquestas de las EEMM Manuel Vázquez Montalbán, C. Alonso Bernaola y F. Chueca;;1;0;;2024-02-27 00:00:00.0;2024-02-27 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ad5836a71704d810VgnVCM1000001d4a900aRCRD;Actividades Centro Cultural Eduardo Úrculo;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1040b0870e3be710VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f8f9338588355210VgnVCM1000000b205a0aRCRD;Centro Cultural Eduardo Úrculo (Tetuán);1,6;PLAZA;DONOSO;5;TETUAN;ALMENARA;28029;440862;4480048;/contenido/actividades/Musica
12263713;Concierto recital;;1;0;;2024-02-09 00:00:00.0;2024-02-09 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=43a845822a53d810VgnVCM2000001f4a900aRCRD;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD;Centro Cultural Casa de Vacas (Retiro);1;PASEO;COLOMBIA;1;RETIRO;LOS JERONIMOS;28009;441967;4474495;/contenido/actividades/RecitalesPresentacionesActosLiterarios
12272161;Concierto: Rondalla Banguilad;;1;0;;2024-02-09 00:00:00.0;2024-02-09 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd684be663b5d810VgnVCM2000001f4a900aRCRD;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3073d0b5e71c010VgnVCM1000000b205a0aRCRD;Centro Cultural el Torito (Moratalaz);1;AVENIDA;MORATALAZ;130;MORATALAZ;VINATEROS;28030;445141;4473033;/contenido/actividades/DanzaBaile
12270557;Concierto: 'CARNAVAL LÍRICO';;1;0;;2024-02-09 00:00:00.0;2024-02-09 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d39b61f41b55d810VgnVCM2000001f4a900aRCRD;Actividades. Centro Sociocultural Rafael de León (Fuencarral - El Pardo). Febrero 2024.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1ffc298e9ad97810VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e0b1e79ee71c010VgnVCM1000000b205a0aRCRD;Centro Sociocultural Rafael de León (Fuencarral - El Pardo);1;CALLE;ISLA DE ONS;14;FUENCARRAL-EL PARDO;PEÑA GRANDE;28035;438850;4481314;/contenido/actividades/Musica
12277502;Concurso de disfraces;;1;0;;2024-02-09 00:00:00.0;2024-02-09 23:59:00.0;18:15;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=030b58111b96d810VgnVCM1000001d4a900aRCRD;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=34137b503a71c010VgnVCM1000000b205a0aRCRD;Auditorio al aire libre Berlín;1;CALLE;SAN ERNESTO;10;CHAMARTIN;CIUDAD JARDIN;28002;442714;4477836;/contenido/actividades/FiestasCarnavales
12276904;Concurso de máscaras y antifaces de carnaval;;1;0;;2024-02-13 00:00:00.0;2024-02-13 23:59:00.0;18:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=190f8851ed46d810VgnVCM2000001f4a900aRCRD;Concurso de máscaras y antifaces de carnaval;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=20fd8851ed46d810VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eb9e995a8bf5d010VgnVCM2000000c205a0aRCRD;Biblioteca Pública Municipal Canillejas (San Blas-Canillejas);0;CALLE;BOLTAÑA;23;SAN BLAS-CANILLEJAS;CANILLEJAS;28022;448119;4477485;/contenido/actividades/ConcursosCertamenes
12263961;Concurso nuevos talentos;5 euros.;0;0;;2024-02-11 00:00:00.0;2024-02-11 23:59:00.0;12:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cbfda1420263d810VgnVCM1000001d4a900aRCRD;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=432257258ae5d010VgnVCM1000000b205a0aRCRD;Teatro Circo Price;1;RONDA;ATOCHA;35;ARGANZUELA;PALOS DE LA FRONTERA;28012;440722;4473051;/contenido/actividades/ProgramacionDestacadaAgendaCultura
12270731;Conferencia performativa: Jorge Carrión y Taller Estampa;;0;0;;2024-02-09 00:00:00.0;2024-02-09 23:59:00.0;20:45;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=887f0e79d495d810VgnVCM1000001d4a900aRCRD;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c3c0f13cd18a0810VgnVCM1000001d4a900aRCRD;Espacio Cultural Serrería Belga;1;CALLE;ALAMEDA;15;CENTRO;CORTES;28014;441134;4473558;/contenido/actividades/RecitalesPresentacionesActosLiterarios
12263772;Conferencia y lectura de poesías;;1;0;;2024-02-12 00:00:00.0;2024-02-12 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=344345822a53d810VgnVCM2000001f4a900aRCRD;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9e73d0b5e71c010VgnVCM1000000b205a0aRCRD;Centro Sociocultural Francisco Fatou (Villa de Vallecas);1;CALLE;MANUEL VELEZ;10;VILLA DE VALLECAS;CASCO H.VALLECAS;28031;447107;4470075;/contenido/actividades/ConferenciasColoquios
12257911;Conferencias: De Arte e Historia;;1;1;L,M,X,J,V,S,D;2024-02-07 00:00:00.0;2024-02-28 23:59:00.0;11:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=230ad6299f71d810VgnVCM2000001f4a900aRCRD;Conferencias: De Arte e Historia;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=67972a769571d810VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42753d0b5e71c010VgnVCM1000000b205a0aRCRD;Centro Sociocultural Bohemios (Villaverde);1;CALLE;LOS BOHEMIOS;1;VILLAVERDE;LOS ANGELES;28041;441066;4467547;/contenido/actividades/ConferenciasColoquios/Historia
10590577;Conferencia. Charlas y encuentros sobre la historia de Madrid. Modernas y yeyés;;1;0;;2024-02-26 00:00:00.0;2024-02-26 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=faa2b54704ad0610VgnVCM2000001f4a900aRCRD;Conferencias en el Centro Cultural Nicolás Salmerón;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=226dbbde88c7c510VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee4a1e79ee71c010VgnVCM1000000b205a0aRCRD;Centro Cultural Nicolás Salmerón (Chamartín);1;CALLE;MANTUANO;51;CHAMARTIN;CIUDAD JARDIN;28002;442658;4477740;/contenido/actividades/ConferenciasColoquios
10606981;Conferencia: Ciclo pintoras de la historia. El siglo XX hacia la modernidad. Tamara de Lempicka, Georgia O'Keeffe y Frida Kahlo;;1;0;;2024-02-19 00:00:00.0;2024-02-19 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3fe707e5ce541610VgnVCM1000001d4a900aRCRD;Conferencias en el Centro Cultural Nicolás Salmerón;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=226dbbde88c7c510VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee4a1e79ee71c010VgnVCM1000000b205a0aRCRD;Centro Cultural Nicolás Salmerón (Chamartín);1;CALLE;MANTUANO;51;CHAMARTIN;CIUDAD JARDIN;28002;442658;4477740;/contenido/actividades/ConferenciasColoquios
12265098;Conferencia: Clase magistral: 'El Carnaval y su fotografía'.;;1;0;;2024-02-27 00:00:00.0;2024-02-27 23:59:00.0;18:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1929987d33a3d810VgnVCM2000001f4a900aRCRD;Actividades Centro Cultural José de Espronceda;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1ba4173467aeb810VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=23881e79ee71c010VgnVCM1000000b205a0aRCRD;Centro Sociocultural José de Espronceda (Tetuán);1;CALLE;ALMANSA;9;TETUAN;BELLAS VISTAS;28039;440258;4477792;/contenido/actividades/ConferenciasColoquios
